sentiment,word
-2.0,adeński
0.0,adhezyjny
0.0,adhezyjny
0.0,adiabatycznie
0.0,adiabatyczny
-1.0,adidas
0.0,adiunkt
0.0,admin
0.0,administracyjny
0.0,administracyjny
0.0,administracyjny
0.0,administracyjny
0.0,administrator
0.0,administratywista
0.0,administratywista
0.0,admirał
0.0,admirał
0.0,admirałowa
0.0,adolescencja
0.0,adoracja
2.0,adoracja
0.0,adorowanie
0.0,adres docelowy
0.0,adres logiczny
0.0,adres źródłowy
-2.0,adresowy
0.0,adriatycki
0.0,adsorpcyjny
0.0,adsorpcyjny
0.0,adultyzm
-2.0,adwokacina
0.0,adwokat
0.0,adwokat z urzędu
0.0,adynamia
-1.0,aeralowy
0.0,aerofagia
0.0,aerolog
0.0,aerologiczny
0.0,aeronauta
0.0,aeronautyczny
0.0,aerozaur
0.0,afakia
0.0,afalia
0.0,afatyczny
0.0,afatyczny
0.0,afatyk
0.0,afazja
0.0,afazja amnestyczna
0.0,afazja postępująca niefluentna
-1.0,afekcja
2.0,afekt
-2.0,afekt
0.0,afekt
-2.0,afektacja
-1.0,afektowany
-1.0,afektywny
0.0,afektywny
-2.0,afera
-1.0,afera koperkowa
-2.0,afera rozporkowa
-1.0,aferalność
-1.0,aferalny
0.0,aferalny
-1.0,aferalny
-2.0,aferzysta
-1.0,aferzysta
-1.0,aferzysta
0.0,affenpinczer
0.0,afgan
0.0,afganistański
0.0,afgański
0.0,afgański
0.0,afgański
0.0,afgański
0.0,afgański
0.0,afirmacyjny
-1.0,afirmacyjny
0.0,afirmatywny
-2.0,afiszowanie
-2.0,afiszowanie się
0.0,afonia
0.0,aforysta
0.0,aforystyczność
1.0,aforystyczny
0.0,aforystyka
0.0,afro
0.0,Afroamerykanin
-2.0,afront
0.0,afrowenator
0.0,Afrykaner
0.0,afrykanista
0.0,afrykański
0.0,afrykański
0.0,afrykański kot złocisty
0.0,afryt
0.0,afta
0.0,aga
0.0,agamia
0.0,agamia
1.0,agapa
2.0,agape
0.0,agatis damara
0.0,agatis mocny
0.0,agatowy
0.0,agatowy
0.0,agatówka łobodnica
0.0,agawowe
0.0,ageizm
0.0,agelia
0.0,agencja
0.0,agenezja
0.0,agenezja ciała modzelowatego
0.0,agenezja kości krzyżowej
0.0,agenezja nerek
0.0,agenezja nerki
0.0,agenezja zębów
0.0,agent
0.0,agent
0.0,agent
-2.0,agent
0.0,agent celny
0.0,agent kontraktowy
0.0,agent nieruchomości
0.0,agent ubezpieczeniowy
0.0,agenturalny
-2.0,agenturalny
0.0,agnat
0.0,agnatka
0.0,agnostyczny
0.0,agnostyczny
0.0,agnostyczny
0.0,agnostyczny
0.0,agnostyk
0.0,agnozja
0.0,agnozja czuciowa
0.0,agnozja słuchowa
0.0,agnozja twarzy
0.0,agnozja wzrokowa
0.0,agnozja wzrokowa jednoczesna
0.0,agon
0.0,agonalny
-2.0,agonalny
0.0,agonistyka
0.0,agora
-2.0,agorafobia
0.0,agrafa
0.0,agramatyzm
0.0,agrarny
0.0,agregacyjny
0.0,agregacyjny
-1.0,agregat
-1.0,agregat
-2.0,agresor
-2.0,agresor
-2.0,agresywny
0.0,agresywny
-2.0,agresywny
-2.0,agresywny
-2.0,agresywny
0.0,agrobiolog
0.0,agrochemik
0.0,agrometeorolog
0.0,agronom
0.0,agrotechnik
0.0,agroturysta
0.0,aguja
0.0,aguraszi
0.0,aguti
0.0,aguti oliwkowy
0.0,aguti złocisty
0.0,ahistoryzm
0.0,aidi
0.0,aikido
0.0,Ainur
0.0,airedale terrier
0.0,aj-aj
0.0,ajent
0.0,akacjowy
0.0,akademia
0.0,akademicki
0.0,akademicki
-1.0,akademicki
-1.0,akademicki
0.0,akademicki
-2.0,akademickość
0.0,akademik
0.0,akademik
0.0,akalkulia
0.0,akantowate
0.0,akatolicki
0.0,akatyzja
0.0,akceptacja
0.0,akceptant
1.0,akceptowalność
0.0,akcesoryczny
0.0,akcesoryjny
0.0,akcjonariusz
0.0,akcydensista
0.0,akcydentalność
0.0,akcyjność
0.0,akcyjny
0.0,akermański
0.0,akinezja
0.0,akita
0.0,akmeista
0.0,akolita
0.0,akolita
0.0,akord
0.0,akord
0.0,akord nonowy
0.0,akordeonowy
0.0,akrania
0.0,akredytacja
0.0,akrobacja
0.0,akrobacja
0.0,akrobacja
0.0,akrobacja lotnicza
0.0,akrobacja powietrzna
0.0,akrobatki
0.0,akrobatyka
-2.0,akrofobia
0.0,akroterion
0.0,akrybia
0.0,aksamitka
0.0,aksamitna rewolucja
0.0,aksamitnik
0.0,aksamitnik podkorowy
1.0,aksamitny
1.0,aksamitny
0.0,aksolotl
0.0,aksolotl
0.0,akt
0.0,akt
0.0,akt płciowy
0.0,aktor
-2.0,aktor
0.0,aktor
-2.0,aktorzyna
0.0,aktualista
1.0,aktualizacja
1.0,aktualizacja
1.0,aktualność
0.0,aktualny
0.0,aktualny
1.0,aktualny
0.0,aktualny
0.0,aktualny
0.0,aktuariusz
0.0,aktynowiec
0.0,aktywista
1.0,aktywizm
0.0,aktywnie
-1.0,aktywność
0.0,aktywny
0.0,aktywny
0.0,aktywny
1.0,aktywny
0.0,aktywny
1.0,aktywny
0.0,aktywny
1.0,aktywny
0.0,aktywny
0.0,akuczi
0.0,akuczi rudy
0.0,akumba
0.0,akupunkturzysta
-2.0,akuratny
0.0,akustycznie
0.0,akustyczność
0.0,akustyczny
0.0,akustyczny
0.0,akustyczny
0.0,akustyk
0.0,akustyk
0.0,akustyka
0.0,akuszer
0.0,akwamarynowy
0.0,akwanauta
0.0,akwariarz
0.0,akwarysta
-1.0,akwizytorski
0.0,Al-Kufa
0.0,alabastrowy
0.0,alabastrowy
0.0,alabastrowy
0.0,alaktaga
0.0,alalia
-2.0,alarm
-1.0,alarmista
0.0,alaskacefal
0.0,alaskan husky
0.0,alaskan malamute
-1.0,alaskański
-1.0,alaski
-1.0,alaskijski
0.0,alastor
0.0,albański
0.0,albański
0.0,albański
0.0,Albert Edward von Sachsen-Coburg und Gotha
0.0,albertyn
0.0,albigens
0.0,albinos
0.0,albula
0.0,albula
0.0,albula wysmukła
0.0,albuminuria
0.0,alchemiczny
0.0,alchemik
0.0,alderia
0.0,alegoryczność
0.0,alegoryczny
0.0,alegoryczny
-2.0,alegoryczny
0.0,alegoryzm
-2.0,aleksandrowski
-2.0,aleksandrowski
0.0,aleksja
0.0,aleksja bez agrafii
0.0,aleksykalizm
0.0,aleksytymia
-2.0,alergia
0.0,alergiczny
-2.0,alergiczny
0.0,alergik
0.0,alergolog
0.0,alestes Chapera
0.0,aletopelta
0.0,alfabet Braille'a
0.0,alfabet brajlowski
0.0,alfabet Morse'a
-1.0,alfons
-2.0,alfonsiak
0.0,algebraik
0.0,algebraista
0.0,algierski
0.0,algoazaur
0.0,algolog
0.0,aliant
0.0,alienacja
0.0,alienista
0.0,aligatorowate
0.0,alim
-1.0,alimenciarz
-1.0,alit
0.0,aliteracyjny
0.0,alka olbrzymia
0.0,alkaliczny
0.0,alkalizacja
0.0,alkidowy
0.0,alkilowy
0.0,alkohol absolutny
0.0,alkohol rolniczy
0.0,alkoholiczny
0.0,alkoholik
0.0,alkoholowy
0.0,alkoholowy
0.0,alkoholowy
0.0,alkoholowy
0.0,alkoholowy
0.0,ALL
-1.0,allegro
0.0,allochton
0.0,allochtoniczny
-1.0,allochtoniczny
0.0,allofon
0.0,almik haitański
0.0,almik kubański
-1.0,alnico
-1.0,alnicowy
-1.0,alniko
-1.0,alnikowy
0.0,alochton
0.0,alochtoniczny
-1.0,alochtoniczny
0.0,alofon
-2.0,alogiczny
0.0,alokacja
0.0,alopata
0.0,alotropowy
0.0,aloza chikora
0.0,aloza niebieska
0.0,aloza parposz
0.0,aloza tęczowa
0.0,aloza wielka
0.0,aloza wielkooka
0.0,alpaka
0.0,alpaka
-2.0,alpakowy
0.0,alpaks
-1.0,alpaksowy
0.0,alpejski gończy krótkonożny
0.0,alpinistyka
0.0,alpinizm
-1.0,alsiferowy
0.0,altana
0.0,altannik lśniący
0.0,altannik ognisty
0.0,altannik złotokryzy
0.0,altarysta
0.0,altarzysta
0.0,alter ego
0.0,alterglobalista
1.0,alternatywa
-1.0,alternatywa rozłączna
-1.0,alternatywa wykluczająca
1.0,alternatywność
0.0,alternatywny
0.0,alternatywny
0.0,alternatywny
0.0,altimetria satelitarna
0.0,altowy
0.0,altowy
0.0,altowy
1.0,altruista
2.0,altruistyczny
2.0,altruistyczny
-1.0,aludurowy
-1.0,alumelowy
0.0,alumn
0.0,alutera pomarańczowa
0.0,alwar
0.0,alzacki
0.0,amalaka
-1.0,amalgamacja
-1.0,amalgamatowy
-1.0,amalgamowanie
0.0,amarantowy
0.0,amator
-1.0,amator kwaśnych jabłek
0.0,amatorski
-1.0,amatorski
0.0,amatorski
-1.0,amatorskość
-2.0,amatorskość
-1.0,amatorstwo
1.0,amatorstwo
-2.0,amatorszczyzna
0.0,amazonka
0.0,amazonka
0.0,Amazonka
0.0,amba
0.0,ambasador
0.0,ambasador nadzwyczajny
0.0,ambasadorowa
-1.0,ambasadorowy
0.0,Amber Gold
0.0,amberowy
0.0,amberowy
-2.0,ambicjoner
0.0,ambientowy
0.0,ambisentencja
0.0,ambitendencja
2.0,ambitność
1.0,ambitny
2.0,ambitny
-1.0,ambiwalencja
-1.0,ambiwalentność
-1.0,ambiwalentny
2.0,ambrozyjski
0.0,ambystomowate
0.0,ambystomy
0.0,ameboidalny
0.0,amebowy
0.0,amerykanista
0.0,amerykański
0.0,amerykański
0.0,amerykański
0.0,amerykański
-2.0,amerykański
0.0,amerykański curl długowłosy
0.0,amerykański pitbulterier
0.0,amerykański staffordshire terier
0.0,amerykański sumik karłowaty
0.0,amerykański wilk tundrowy
0.0,ametystowy
0.0,ametystowy
0.0,amfetaminiarz
-2.0,amfibijność
0.0,amfibijny
-1.0,amfibrachiczny
0.0,amfilina
0.0,amfisbaena
0.0,amfisbena
0.0,amfiteatralny
0.0,amia
0.0,amidek
0.0,amimia
0.0,aminokwas biogenny
0.0,aminowy
0.0,"AML z t(15;17)(q22,q12)"
0.0,amnezja
0.0,amnezja dziecięca
0.0,amnezja następcza
0.0,amnezja organiczna
0.0,amnezja pourazowa
0.0,amnezja wsteczna
-1.0,amok
0.0,amonal
0.0,amonit
0.0,amoralista
-2.0,amoralny
-1.0,amoralny
0.0,amorficzny
-1.0,amorficzny
0.0,amorficzny
0.0,amorfik
0.0,amoryczny
0.0,amstaf
0.0,amstaff
0.0,amunicja jądrowa
0.0,amur biały
0.0,amur czarny
0.0,ANA
0.0,anaboliczny
0.0,anaboliczny
0.0,anaboliczny
0.0,anachronicznie
-1.0,anachroniczność
0.0,anafaza
0.0,anafilaksja
0.0,anafilaktyczny
0.0,anagram
0.0,anagram
-1.0,anagramowy
0.0,anakonda boliwijska
-1.0,anal
0.0,analfabeta
-2.0,analfabeta
0.0,analfabetyzm
-2.0,analfabetyzm
0.0,analfabetyzm funkcjonalny
0.0,analfabetyzm matematyczny
0.0,analgetycznie
0.0,analgezja
0.0,analgezja wrodzona
0.0,analitycznie
1.0,analityczność
-2.0,analityczny
0.0,analityk
0.0,analityk
0.0,analityk
0.0,analityk
-2.0,analiza spektralna
0.0,analiza wartości
-2.0,analiza widmowa
0.0,analizowany
0.0,analizowany
0.0,analog
0.0,analogia
0.0,analogiczny
0.0,analogon
-1.0,ananas
0.0,ananasowaty
0.0,ananasowy
0.0,ananasowy
0.0,ananda
0.0,anankazm
0.0,anaplazja
0.0,anapsyd
-1.0,anarchiczny
0.0,anarchista
-2.0,anarchista
0.0,anarchistycznie
-1.0,anarchizowanie
0.0,anarchosyndykalista
0.0,anarchosyndykalizm
0.0,anartria
0.0,anasazizaur
0.0,anastomoza patologiczna
0.0,anatolian
0.0,anatolijski pies pasterski
0.0,anatom
0.0,anatomopatolog
-1.0,ancymon
-1.0,ancymon
0.0,andabata
-1.0,andezytowy
-1.0,andezytowy
-1.0,andorczyk
-1.0,andorka
0.0,andowik
0.0,androcentryzm
0.0,android
0.0,androlog
0.0,andropauza
-2.0,andrus
0.0,andrzejki
0.0,andynizm
1.0,anegdotyczność
0.0,aneksjonistyczny
0.0,aneksjonistyczny
-2.0,anemicznie
-1.0,anemiczny
0.0,anemiczny
0.0,anemik
-2.0,anemik
0.0,anencefalia
0.0,anestetycznie
-1.0,anestetyczny
0.0,anestetysta
0.0,anestezjolog
-1.0,anestezyjny
0.0,aneuploidalny
0.0,anewryzm
-2.0,angelologiczny
-1.0,angielska flegma
0.0,angielski
0.0,angielski
0.0,angiokeratoma
0.0,angiolog
0.0,anglikański
0.0,anglista
0.0,anglofilstwo
-2.0,anglofob
-2.0,anglofobia
0.0,Anglosas
0.0,anglosaski
-2.0,angolski
0.0,angolski
0.0,angora
0.0,angora turecka
0.0,angustinaripterus
0.0,anhanguera
0.0,anhedonia
0.0,anhydraza węglanowa
-2.0,anhydryt
-2.0,anhydrytowiec
-2.0,anhydrytowy
-2.0,anhydrytyt
2.0,anielica
2.0,anielskość
2.0,anielstwo
-1.0,aniksozaur
0.0,animacja
0.0,animator
-2.0,animozja
2.0,anioł
2.0,anioł
0.0,anioł morski
2.0,anioł stróż
-1.0,anioł stróż
2.0,aniołek
1.0,aniołek Charliego
0.0,aniołkowy
-2.0,aniołokształtne
0.0,aniridia
0.0,anizokorioza
0.0,ankarapitek
0.0,annalista
-2.0,annopolski
0.0,anodoncja
0.0,anodowy
0.0,anoftalmia
0.0,anoksemia
0.0,anoksja
0.0,anoksja
0.0,anolis kubański
0.0,anolis zielony
0.0,anomalia Duane'a
0.0,anomalny
0.0,anomia
0.0,anonimat
0.0,anonimowy
0.0,anonychia
0.0,anorchia
0.0,anorchizm
0.0,anorektyk
-2.0,anorektyk
-1.0,anormalny
-1.0,anormalny
-2.0,ansa
-2.0,antagonizm
0.0,antał
0.0,antał
0.0,antar patagoński
0.0,antarktopelta
0.0,antarktyczny
0.0,antecedencja
0.0,antecedens
0.0,antefiks
0.0,antena kierunkowa
0.0,antena reflektorowa
0.0,antenat
0.0,antenatka
0.0,anteozaur
-1.0,antidotum
0.0,antonianin
0.0,antonimiczny
0.0,antonita
0.0,antonowszczyzna
0.0,antozoopolip
0.0,antropocentryczność
0.0,antropocentryczny
0.0,antropofagia
0.0,antropogeograf
0.0,antropoid
0.0,antropoidalny
0.0,antropolog
0.0,antropologia fizyczna
0.0,antyalergiczny
0.0,antyalergiczny
0.0,antyarytmiczny
0.0,antyastmatyczny
0.0,antybiotyk makrolidowy
0.0,antybiotyk tetracyklinowy
-1.0,antybiurokratyczny
0.0,antybrzeski
0.0,antychryst
-2.0,antychryst
0.0,antycudzoziemski
0.0,antycukrzycowy
0.0,antycypacja
0.0,antyczny
0.0,antyczny
-1.0,antyczny
0.0,antyczny
-1.0,antydemokratyczny
0.0,antyduński
0.0,antyendecki
0.0,antyfaszystowski
-1.0,antyfeminista
-2.0,antyfeminizm
0.0,antyglobalista
0.0,antygorączkowy
0.0,antyhistaminowy
-2.0,antyhumanitarny
0.0,antyimperialny
0.0,antyintelektualista
0.0,antyjezuicki
-2.0,antyjudaizm
-2.0,antykobiecy
0.0,antykolonialny
0.0,antykonfederacki
-1.0,antykonstytucyjny
-1.0,antykonsumencki
0.0,antykozacki
0.0,antykremlowski
0.0,antykrzyżacki
0.0,antykwariusz
0.0,antyliteracki
-1.0,antylopa czteroroga
0.0,antylopa Derbiego
0.0,antylopa Huntera
-1.0,antylopa końska
0.0,antylopa modra
0.0,antylopa niebieska
-1.0,antylopa szabloroga
-1.0,antylopi
-2.0,antyludzki
0.0,antymaligniany
0.0,antymandaryński
0.0,antymaoistowski
0.0,antymecziarowski
0.0,antynapoleoński
0.0,antynatowski
-1.0,antynaturalistycznie
-1.0,antynaturalistycznie
0.0,antynomiczny
0.0,antynowotworowy
-1.0,antyobywatelski
-2.0,antyojcowski
0.0,antyoksydant
0.0,antyosmański
0.0,antypapa
0.0,antypapież
0.0,antypasat
-2.0,antypatia
-2.0,antypatriotyzm
-2.0,antypatyczność
-2.0,antypatyczny
-2.0,antypatyczny
0.0,antypedagogiczny
0.0,antypetrarkistowski
-1.0,antypody
0.0,antypoparzeniowy
0.0,antyprezydencki
0.0,antyrakowy
0.0,antyreżimowy
0.0,antyrynkowy
-2.0,antysemita
-2.0,antysemityzm
-1.0,antyseptyk
-2.0,antyslawizm
0.0,antysocjalistyczny
0.0,antyszachy
-2.0,antysztuka
-1.0,antytalent
-2.0,antytalent
0.0,antyutopia
0.0,antywojenny
-2.0,antywychowawczy
-2.0,antyżydowskość
0.0,anulus
0.0,anuria
0.0,anurognat
0.0,anyżkowy
0.0,anyżowy
0.0,Apacz
0.0,aparat Wolcotta
-2.0,aparatczyk
0.0,aparatownia łączności dalekosiężnej
0.0,aparatownia radioodbiorcza
0.0,aparatownia ruchomego węzła łączności
0.0,aparatownia telefonii wielokrotnej
0.0,aparatownia telekopiowa
0.0,aparatownia wzmacniakowa
0.0,aparatownia zdalnego sterowania
-1.0,apasz
-2.0,apatia
0.0,apatozaur
-1.0,apatyczny
-1.0,apatyczny
0.0,apel
0.0,apel
0.0,apelacyjny
0.0,apella
0.0,aperea
-2.0,apetycznie
1.0,apetyczny
2.0,apetyczny
1.0,apetyczny
0.0,APL
0.0,aplazja
0.0,aplazja kości promieniowej
-2.0,apodyktyczność
-1.0,apodyktyczny
-2.0,apokalipsa
-2.0,apokalipsa
-2.0,apokaliptyczny
0.0,apokryficzność
-1.0,apokryficzność
-1.0,apokryficzny
0.0,apolityczność
0.0,apolityczny
0.0,apologeta
0.0,apologetyczny
0.0,apopleksja
0.0,apoplektyk
0.0,aporia
0.0,aporter
0.0,apostata
0.0,aposterioryczny
-1.0,aposterioryczny
0.0,apostolski
0.0,apostolskość
0.0,aprioryczny
-1.0,aprioryczny
0.0,apriorysta
0.0,aprobata
0.0,aprobatywny
0.0,aproksymacyjny
0.0,aprowizator
0.0,apsara
0.0,apsityria
0.0,apsyda
0.0,apteczny
0.0,aptekarczyk
0.0,aptekarski
0.0,aptekarz
0.0,aptekarzowa
0.0,aptekarzowy
0.0,aptekarzówna
0.0,ar
0.0,ara trójbarwna
0.0,Arab
0.0,arab
0.0,arabeska
0.0,arabesque
0.0,arabista
0.0,arabski
0.0,arabski
0.0,arabski greyhound
0.0,arachnolog
-2.0,aragonitowy
-2.0,aragonitowy
0.0,arahant
0.0,aralazhdarcho
0.0,arambasza
0.0,arambourgiania
0.0,aranż
0.0,aranżacja
0.0,arapaima
0.0,arat
0.0,Araukanin
0.0,araukaria wyniosła
0.0,arawana
0.0,arbiter
1.0,arbiter
2.0,arbiter elegantiarum
-2.0,arbitralność
-1.0,arbitralny
0.0,arbitrażowy
0.0,arboretum
0.0,arbuzowy
-1.0,archaiczność
-1.0,archaiczny
0.0,archaiczny
-1.0,archaika
0.0,archanioł
0.0,Archanioł Michał
0.0,archelon
0.0,archeodontozaur
0.0,archeolog
0.0,archeopteryks
0.0,archeotyris
0.0,archeowenator
0.0,archeowiec
0.0,archetypiczność
0.0,archetypiczny
0.0,archetypiczny
0.0,archetypowość
0.0,archetypowy
0.0,archetypowy
0.0,archidiakon
0.0,archidiecezjalny
0.0,archifonem
0.0,archijerej
0.0,archikatedra
0.0,archimandryta
0.0,archiprezbiter
0.0,archirej
0.0,architekt
0.0,architekt krajobrazu
0.0,architekt wnętrz
0.0,architektoniczny
0.0,architektura mieszana
0.0,architraw
0.0,archiwalny
0.0,archiwalny
0.0,archiwista
0.0,archiwolta
0.0,archont
0.0,archozaur
0.0,archozaury
0.0,arcybiskup
0.0,arcybiskup gnieźnieński
2.0,arcybogaty
-1.0,arcybrzydki
-2.0,arcybrzydki
-2.0,arcybrzydki
0.0,arcyciekaw
2.0,arcyciekawy
1.0,arcyciekawy
2.0,arcyciekawy
-2.0,arcydelikatny
0.0,arcydiakon
0.0,arcydiakon
2.0,arcydzielny
2.0,arcydzielny
2.0,arcydzielny
1.0,arcydzielny
2.0,arcydzielny
0.0,arcydzieło
-1.0,arcykomiczny
0.0,arcykomtur
0.0,arcyksiążę
-2.0,arcyłgarz
-2.0,arcyniemiły
0.0,arcypasterz
2.0,arcypiękny
-2.0,arcypoważny
-2.0,arcypoważny
-1.0,arcyśmieszny
2.0,arcyważny
-1.0,arcyzabawny
0.0,ardipitek
0.0,arefleksja
0.0,arendarz
0.0,arenowy
0.0,areopagita
0.0,areoscelidy
0.0,areszt
0.0,aresztant
0.0,aresztowany
0.0,aretuza
0.0,argentan
0.0,argentynozaur
0.0,argentyński
0.0,argentyński
0.0,argentyński
0.0,argentyński lis szary
0.0,argonauta
0.0,argonauta
0.0,arhat
0.0,arhinia
0.0,arianin
0.0,aripis
0.0,aripis trociak
-2.0,aripisowate
0.0,arirania
0.0,arizonazaur
0.0,arkadkowy
0.0,arkadowy
-2.0,arkadyjski
2.0,arkadyjskość
0.0,arkatura
0.0,arkebuzeria
0.0,arktyczny
0.0,arlekin
0.0,arlekinada
0.0,armator
0.0,armet
-1.0,armia zaciężna
0.0,armijny
-2.0,arogancki
-2.0,arogancki
-2.0,aroganckość
-2.0,arogant
0.0,aromaterapeuta
0.0,aromatyczny
0.0,aroniowy
0.0,aroniowy
0.0,arowana
0.0,arowana azjatycka
0.0,arowana czarna
0.0,arowana srebrna
0.0,arpedżio
0.0,Arsenał
0.0,arszenikowy
0.0,artefakt
0.0,artes liberales
0.0,artezyjski
0.0,artretyk
0.0,artropatia neurogenna
0.0,arturdaktyl
-1.0,artykulacja
-1.0,artykuł papierniczy
0.0,artyleria atomowa
0.0,artyleria jądrowa
2.0,artysta
0.0,artystostwo
0.0,artystowski
1.0,artystyczność
0.0,artystyczny
2.0,artystyczny
0.0,artystyczny
-1.0,artystyczny nieład
2.0,artyzm
0.0,Aryjczyk
0.0,aryjski
0.0,arystokrata
1.0,arystokratyczny
0.0,arystokratyczny
0.0,arystotelesowski
0.0,arystotelesowy
0.0,arystotelik
0.0,arytmetyk
0.0,arytmia
0.0,arytmomania
-2.0,arywista
2.0,as
1.0,as przestworzy
1.0,as wywiadu
0.0,asasyn
0.0,ascendent
0.0,ascendentka
-1.0,ascetyczność
-1.0,asdic
0.0,aseksualizm
0.0,aseksualność
-1.0,asekurancki
-2.0,asekuranctwo
-2.0,asekurantyzm
0.0,aseptyczny
-2.0,asertywny
1.0,asertywny
0.0,asesor
0.0,asfalciarz
0.0,asfalt
0.0,asfalt sztuczny
0.0,asfaltobeton
0.0,asfaltowy
0.0,askaryda
0.0,askeptozaur
0.0,asocjacja CHARGE
-1.0,asocjacyjnie
0.0,asocjacyjny
0.0,asocjacyjny
0.0,asocjacyjny
0.0,asocjacyjny
0.0,asocjalność
-1.0,asocjalny
-1.0,asocjalny
0.0,asocjatywność
0.0,aspekt
0.0,aspermia
0.0,aspirant
0.0,asplenia
-1.0,aspołeczność
-1.0,aspołeczność
-2.0,aspołeczny
-2.0,aspołeczny
-2.0,aspołeczny
-2.0,aspołeczny
0.0,astarta
0.0,astarta północna
0.0,astarta zachodnia
0.0,astazja
-2.0,asteniczny
0.0,astenik
0.0,aster
0.0,aster solny
0.0,astereognozja
0.0,astmatyczny
0.0,astmatyczny
0.0,astmatyk
0.0,astralność
0.0,astrobiolog
0.0,astrofizyk
0.0,astrolog
0.0,astronauta
0.0,astronawigacyjny system kierowania
0.0,astronom
0.0,astronomicznie
0.0,astronomiczny
0.0,astrowate
0.0,astygmatyk
0.0,astygmatyzm
0.0,asura
0.0,aswal
0.0,asygnata
0.0,asymetryczny
0.0,asymilacyjny
0.0,asymilacyjny
0.0,asymilacyjny
0.0,asynchroniczność
0.0,asynchroniczny
0.0,asynchronizm
0.0,asyriolog
0.0,asystent
0.0,aszaryzm
0.0,aszelski
0.0,at
0.0,atak
0.0,atak
-2.0,atak
-2.0,atak frontalny
0.0,atak rakietowy
0.0,ataksja
0.0,atakujący
0.0,ataman
0.0,ataman koszowy
0.0,ataman nakaźny
0.0,ataman siczowy
0.0,atawistyczny
0.0,ateistyczny
0.0,atemi
0.0,ateryna smugobok
0.0,atlant
0.0,atlantycki
0.0,atlantycki
0.0,atlantycki
0.0,atlaskopkozaur
0.0,atlazaur
2.0,atleta
1.0,atletyczny
0.0,atletyk
